"ensembl_gene_id","external_gene_name","description","gene_biotype","chromosome_name","start_position","end_position"
"FBgn0263383","lncRNA:CR43435","long non-coding RNA:CR43435","ncRNA","3R",6778117,6778952
"FBgn0032110","CG3748","","protein_coding","2L",9342832,9344777
"FBgn0275433","lncRNA:CR46265","long non-coding RNA:CR46265","ncRNA","3R",18719623,18719998
"FBgn0275432","asRNA:CR46264","antisense RNA:CR46264","ncRNA","2L",11070785,11071466
"FBgn0032115","CG4438","","protein_coding","2L",9396999,9397988
"FBgn0275434","asRNA:CR46266","antisense RNA:CR46266","ncRNA","3L",13840611,13842198
"FBgn0032117","FucTB","alpha1,3-fucosyltransferase B","protein_coding","2L",9428669,9431052
"FBgn0032116","Mco1","Multicopper oxidase 1","protein_coding","2L",9416588,9426342
"FBgn0032119","CG3769","","protein_coding","2L",9435399,9436842
"FBgn0026879","CG13364","","protein_coding","X",624757,625203
"FBgn0036258","eIF3l","eukaryotic translation initiation factor 3 subunit l","protein_coding","3L",12143446,12146097
"FBgn0265649","lncRNA:CR44456","long non-coding RNA:CR44456","ncRNA","2R",23128077,23128477
"FBgn0265648","lncRNA:CR44455","long non-coding RNA:CR44455","ncRNA","2R",23127604,23128077
"FBgn0037765","CG9458","","protein_coding","3R",9818914,9819877
"FBgn0037764","CG9459","","protein_coding","3R",9817428,9818395
"FBgn0265645","lncRNA:CR44452","long non-coding RNA:CR44452","ncRNA","2R",10656695,10657545
"FBgn0037766","Teh1","tipE homolog 1","protein_coding","3R",9826081,9868120
"FBgn0265643","lncRNA:CR44450","long non-coding RNA:CR44450","ncRNA","2R",8311645,8311945
"FBgn0037760","FBXO11","F-box protein 11","protein_coding","3R",9803486,9809368
"FBgn0037763","CG16904","","protein_coding","3R",9815928,9816979
"FBgn0037762","eloF","elongase F","protein_coding","3R",9814161,9815158
"FBgn0039511","CG3330","","protein_coding","3R",27329693,27330882
"FBgn0038246","CG14853","","protein_coding","3R",14609642,14618987
"FBgn0036259","CG9760","","protein_coding","3L",12157052,12163735
"FBgn0024913","Actbeta","Activin-beta","protein_coding","4",1077331,1084796
"FBgn0036586","CG13070","","protein_coding","3L",16263343,16264151
"FBgn0036587","CG4950","","protein_coding","3L",16265797,16268156
"FBgn0036584","CG13054","","protein_coding","3L",16255852,16257191
"FBgn0036585","CG13071","","protein_coding","3L",16262740,16263247
"FBgn0011239","ms(2)35Ci","male sterile (2) 35Ci","protein_coding","2L",15292468,15294136
"FBgn0036583","CG13055","","protein_coding","3L",16249560,16252355
"FBgn0036580","PDCD-5","Programmed Cell Death 5","protein_coding","3L",16231081,16232038
"FBgn0036581","MED10","Mediator complex subunit 10","protein_coding","3L",16232084,16232777
"FBgn0036595","CG13046","","protein_coding","3L",16287580,16288422
"FBgn0036588","CG13068","","protein_coding","3L",16269392,16269911
"FBgn0036589","CG13067","","protein_coding","3L",16271282,16271918
"FBgn0032805","CG10337","","protein_coding","2L",19545376,19546959
"FBgn0032804","CG13081","","protein_coding","2L",19540607,19541540
"FBgn0032803","CG13082","","protein_coding","2L",19538425,19539740
"FBgn0032801","CG10165","","protein_coding","2L",19526910,19530305
"FBgn0032800","CG10137","","protein_coding","2L",19526686,19532985
"FBgn0032809","CG13078","","protein_coding","2L",19563930,19565158
"FBgn0050178","CG30178","","protein_coding","2R",23986615,23987308
"FBgn0050172","CG30172","","protein_coding","2R",24030546,24031427
"FBgn0053642","CG33642","","protein_coding","2L",13529975,13530736
"FBgn0050177","CG30177","","protein_coding","2R",23801542,23803070
"FBgn0053437","5SrRNA:CR33437","5SrRNA:CR33437","rRNA","2R",19735141,19735275
"FBgn0263316","Mrp4","Multidrug resistance protein 4","protein_coding","3R",11569250,11575937
"FBgn0263314","CG43400","","protein_coding","2L",8490739,8491360
"FBgn0020509","Acp62F","Accessory gland protein 62F","protein_coding","3L",2739750,2740228
"FBgn0020508","Ag5r2","Antigen 5-related 2","protein_coding","X",14782962,14784052
"FBgn0020506","Amyrel","Amylase related","protein_coding","2R",16651095,16652699
"FBgn0020503","CLIP-190","Cytoplasmic linker protein 190","protein_coding","2L",17384700,17409698
"FBgn0052203","Spn75F","Serpin 75F","protein_coding","3L",19128450,19129665
"FBgn0033437","CG12926","","protein_coding","2R",9608128,9610290
"FBgn0030466","Remo","Remoulade","protein_coding","X",13288051,13294433
"FBgn0051267","CG31267","","protein_coding","3R",17134197,17135283
"FBgn0031715","tomb","tombola","protein_coding","2L",5535861,5536758
"FBgn0052201","CG32201","","protein_coding","3L",18609620,18611862
"FBgn0265500","lncRNA:CR44369","long non-coding RNA:CR44369","ncRNA","2R",14408453,14408960
"FBgn0053673","CG33673","","protein_coding","2L",1945815,1946728
"FBgn0053859","His2A:CG33859","His2A:CG33859","protein_coding","2L",21528341,21528833
"FBgn0053858","His1:CG33858","His1:CG33858","protein_coding","2L",21526459,21527481
"FBgn0032873","CG2614","","protein_coding","2L",20656426,20659218
"FBgn0053855","His1:CG33855","His1:CG33855","protein_coding","2L",21521616,21522638
"FBgn0053854","His3:CG33854","His3:CG33854","protein_coding","2L",21520109,21520637
"FBgn0053857","His3:CG33857","His3:CG33857","protein_coding","2L",21524952,21525480
"FBgn0053856","His2A:CG33856","His2A:CG33856","protein_coding","2L",21523498,21523990
"FBgn0053851","His3:CG33851","His3:CG33851","protein_coding","2L",21515062,21515590
"FBgn0053850","His2A:CG33850","His2A:CG33850","protein_coding","2L",21513610,21514102
"FBgn0053853","His2A:CG33853","His2A:CG33853","protein_coding","2L",21518655,21519147
"FBgn0024555","flfl","falafel","protein_coding","3R",13683921,13693905
"FBgn0032453","CG6180","","protein_coding","2L",12707661,12708680
"FBgn0035461","ntc","nutcracker","protein_coding","3L",3803832,3806459
"FBgn0035462","IntS10","Integrator 10","protein_coding","3L",3806710,3809090
"FBgn0030276","Dlic","Dynein light intermediate chain","protein_coding","X",11154421,11164670
"FBgn0035464","PIG-B","Phosphatidylinositol glycan anchor biosynthesis class B","protein_coding","3L",3811263,3813958
"FBgn0037891","CG5214","","protein_coding","3R",11244302,11246862
"FBgn0035468","Gr63a","Gustatory receptor 63a","protein_coding","3L",3894999,3896603
"FBgn0032692","IFT46","Intraflagellar transport 46","protein_coding","2L",18614339,18616106
"FBgn0020640","Lcp65Ae","Lcp65Ae","protein_coding","3L",6137583,6138118
"FBgn0020641","Lcp65Ad","Lcp65Ad","protein_coding","3L",6143395,6144101
"FBgn0020646","Lcp65APsi","Lcp65APsi","pseudogene","3L",6148353,6148615
"FBgn0020647","KrT95D","Krueppel target at 95D","protein_coding","3R",23997538,24031827
"FBgn0020644","Lcp65Ab1","Lcp65Ab1","protein_coding","3L",6149548,6149960
"FBgn0032693","Cyp310a1","Cytochrome P450 310a1","protein_coding","2L",18651058,18653010
"FBgn0033602","Cpr47Ee","Cuticular protein 47Ee","protein_coding","2R",11265126,11266856
"FBgn0033603","Cpr47Ef","Cuticular protein 47Ef","protein_coding","2R",11266915,11272575
"FBgn0033600","Cpr47Ec","Cuticular protein 47Ec","protein_coding","2R",11259106,11259976
"FBgn0033601","Cpr47Ed","Cuticular protein 47Ed","protein_coding","2R",11261079,11261806
"FBgn0266848","wap","wings apart","protein_coding","X",22451445,22455422
"FBgn0266849","lncRNA:CR45310","long non-coding RNA:CR45310","ncRNA","2R",18226795,18228595
"FBgn0044051","Ilp1","Insulin-like peptide 1","protein_coding","3L",9798420,9799050
"FBgn0033605","CG9067","","protein_coding","2R",11278893,11279683
"FBgn0266844","lncRNA:CR45306","long non-coding RNA:CR45306","ncRNA","2L",20721914,20722462
"FBgn0028416","Met75Ca","Met75Ca","protein_coding","3L",18472143,18472384
"FBgn0033608","CG13220","","protein_coding","2R",11284283,11285098
"FBgn0266847","lncRNA:CR45309","long non-coding RNA:CR45309","ncRNA","2R",9213125,9213744
"FBgn0266840","lncRNA:CR45302","long non-coding RNA:CR45302","ncRNA","2L",14885105,14885411
"FBgn0261813","lncRNA:CR42755","long non-coding RNA:CR42755","ncRNA","3L",11382808,11384258
"FBgn0028411","Nxt1","NTF2-related export protein 1","protein_coding","2R",23811321,23811974
"FBgn0261811","pico","pico","protein_coding","X",19830215,19852059
"FBgn0266363","CG45011","","protein_coding","2L",11834086,11834497
"FBgn0031975","Tg","Transglutaminase","protein_coding","2L",8011405,8026898
"FBgn0032879","CarT","Carcinine transporter","protein_coding","2L",20727151,20730282
"FBgn0044050","Ilp3","Insulin-like peptide 3","protein_coding","3L",9801298,9802120
"FBgn0024889","Kap-alpha1","karyopherin alpha1","protein_coding","3L",19807232,19810398
"FBgn0266788","lncRNA:CR45253","long non-coding RNA:CR45253","ncRNA","3L",13297004,13297570
"FBgn0039860","CG1792","","protein_coding","3R",31616303,31617837
"FBgn0024887","kin17","kin17","protein_coding","3L",20356807,20358331
"FBgn0024330","MED6","Mediator complex subunit 6","protein_coding","3R",9766031,9768984
"FBgn0263766","asRNA:CR43683","antisense RNA:CR43683","ncRNA","2L",9961018,9962104
"FBgn0263767","lncRNA:CR43684","long non-coding RNA:CR43684","ncRNA","3L",15062207,15062622
"FBgn0263764","lncRNA:CR43681","long non-coding RNA:CR43681","ncRNA","2L",11387870,11392320
"FBgn0035607","CG4835","","protein_coding","3L",5479790,5483663
"FBgn0263762","CG43679","","protein_coding","3L",15050856,15051425
"FBgn0035601","Uev1A","Ubiquitin-conjugating enzyme variant 1A","protein_coding","3L",5362884,5366225
"FBgn0263760","CG43677","","protein_coding","2R",20790245,20791147
"FBgn0263761","CG43678","","protein_coding","3L",15049179,15049495
"FBgn0035608","blanks","blanks","protein_coding","3L",5497523,5498958
"FBgn0263768","lncRNA:CR43685","long non-coding RNA:CR43685","ncRNA","3R",7092347,7093707
"FBgn0263769","lncRNA:CR43686","long non-coding RNA:CR43686","ncRNA","X",18369811,18370118
"FBgn0039861","pasha","partner of drosha","protein_coding","3R",31617977,31622217
"FBgn0030314","CG11696","","protein_coding","X",11573731,11576152
"FBgn0033663","ERp60","Endoplasmic reticulum p60","protein_coding","2R",11887568,11890979
"FBgn0267242","asRNA:CR45682","antisense RNA:CR45682","ncRNA","3L",12491840,12493605
"FBgn0034471","Obp56e","Odorant-binding protein 56e","protein_coding","2R",19712345,19712932
"FBgn0266365","lncRNA:CR45013","long non-coding RNA:CR45013","ncRNA","2L",11835320,11835903
"FBgn0003720","tll","tailless","protein_coding","3R",30852315,30854400
"FBgn0003721","Tm1","Tropomyosin 1","protein_coding","3R",15278220,15308779
"FBgn0085360","CG34331","","protein_coding","X",20122453,20125271
"FBgn0041706","CG3253","","protein_coding","2R",24114398,24116359
"FBgn0052100","CG32100","","protein_coding","3L",12267528,12269803
"FBgn0052102","CG32102","","protein_coding","3L",12469072,12469784
"FBgn0052103","SCaMC","Short Calcium-binding Mitochondrial Carrier","protein_coding","3L",12402295,12414842
"FBgn0052104","CG32104","","protein_coding","3L",12393804,12399322
"FBgn0052105","Lmx1a","LIM homeobox transcription factor 1 alpha","protein_coding","3L",12329232,12335901
"FBgn0052106","CG32106","","protein_coding","3L",12773951,12778716
"FBgn0052107","CG32107","","protein_coding","3L",12857282,12861305
"FBgn0025681","CG3558","","protein_coding","2L",2992870,2998726
"FBgn0025680","cry","cryptochrome","protein_coding","3R",19212154,19215442
NA,NA,NA,NA,NA,NA,NA
"FBgn0053728","sncRNA:430b","small non-coding RNA 430b","ncRNA","2L",21433984,21434019
"FBgn0085361","CG34332","","protein_coding","X",20141010,20141476
"FBgn0025684","MFS18","Major Facilitator Superfamily Transporter 18","protein_coding","2L",4446670,4448635
NA,NA,NA,NA,NA,NA,NA
"FBgn0025686","Amnionless","Amnionless","protein_coding","2L",287252,289144
"FBgn0034346","PIG-O","Phosphatidylinositol glycan anchor biosynthesis class O","protein_coding","2R",18426421,18430333
"FBgn0040658","CG13516","","protein_coding","2R",22669145,22670622
"FBgn0014022","Rlb1","Rlb1","protein_coding","3R",9513327,9514827
"FBgn0262544","CG43098","","protein_coding","3L",3659068,3659724
"FBgn0262547","CG43101","","protein_coding","2R",15013047,15013522
"FBgn0262546","CR43100","","pseudogene","2L",7839777,7840414
"FBgn0262541","CG43095","","protein_coding","3R",22771156,22771770
"FBgn0262540","CG43094","","protein_coding","3R",22770613,22770987
"FBgn0262543","lncRNA:CR43097","long non-coding RNA:CR43097","ncRNA","2L",19910648,19911811
"FBgn0262542","CR43096","","pseudogene","3R",21729502,21729895
"FBgn0039864","CG11550","","protein_coding","3R",31678147,31679880
"FBgn0036937","Ir76b","Ionotropic receptor 76b","protein_coding","3L",20108484,20111534
"FBgn0026015","Top3beta","Topoisomerase 3beta","protein_coding","X",6284138,6287990
"FBgn0043470","lambdaTry","lambdaTry","protein_coding","2R",11336840,11337791
"FBgn0043471","kappaTry","kappaTry","protein_coding","2R",11337797,11338733
"FBgn0010173","RPA1","Replication protein A1","protein_coding","3R",8262120,8264451
"FBgn0266366","lncRNA:CR45014","long non-coding RNA:CR45014","ncRNA","2L",11836440,11836808
"FBgn0260468","CG7950","","protein_coding","3R",30056859,30058131
"FBgn0265001","ppk18","pickpocket 18","protein_coding","2L",9765357,9770996
"FBgn0265000","lncRNA:CR44151","long non-coding RNA:CR44151","ncRNA","2L",16628752,16629173
"FBgn0265003","koi","klaroid","protein_coding","2R",6811019,6818199
"FBgn0265002","CG44153","","protein_coding","2L",10064121,10180256
"FBgn0041709","yellow-g","yellow-g","protein_coding","3L",2269881,2272769
"FBgn0035205","Ctr9","Ctr9","protein_coding","3L",1307224,1311805
"FBgn0003187","qua","quail","protein_coding","2L",17486806,17497208
"FBgn0003189","r","rudimentary","protein_coding","X",16655359,16668712
"FBgn0283548","mir-9381","mir-9381 stem loop","ncRNA","3R",23983496,23983569
"FBgn0037978","KLHL18","Kelch like family member 18","protein_coding","3R",12007476,12010434
"FBgn0037979","GCC185","GRIP and coiled-coil domain containing 185 kDa","protein_coding","3R",12010772,12015059
"FBgn0051573","tRNA:Pro-TGG-1-3","transfer RNA:Proline-TGG 1-3","tRNA","3R",17631679,17631750
"FBgn0267312","lncRNA:CR45748","long non-coding RNA:CR45748","ncRNA","3L",12889352,12889638
"FBgn0037970","GC2","Glutamate Carrier 2","protein_coding","3R",11971694,11972896
"FBgn0037972","CG10005","","protein_coding","3R",11975156,11977197
"FBgn0037973","CG18547","","protein_coding","3R",11978574,11980390
"FBgn0037974","CG12224","","protein_coding","3R",11980704,11982062
"FBgn0037975","CG3397","","protein_coding","3R",11983098,11984541
"FBgn0037976","Tk","Tachykinin","protein_coding","3R",11994175,12005473
"FBgn0030313","Reepl1","Receptor accessory protein like 1","protein_coding","X",11572707,11573640
"FBgn0000578","ena","enabled","protein_coding","2R",19141632,19163705
"FBgn0000579","Eno","Enolase","protein_coding","2L",1724768,1729636
"FBgn0039296","Sil1","Sil1 nucleotide exchange factor","protein_coding","3R",25233636,25235529
"FBgn0051901","Mur29B","Mucin related 29B","protein_coding","2L",8352187,8355172
"FBgn0000576","ems","empty spiracles","protein_coding","3R",13901853,13904620
"FBgn0000577","en","engrailed","protein_coding","2R",11524006,11528210
"FBgn0000575","emc","extra macrochaetae","protein_coding","3L",749400,753492
"FBgn0259738","CG42392","","protein_coding","2R",16765361,16766000
"FBgn0259739","CG42393","","protein_coding","3L",18042733,18044214
"FBgn0038903","Polr1H","RNA polymerase I subunit H","protein_coding","3R",21777203,21777847
"FBgn0051579","tRNA:Ala-AGC-2-7","transfer RNA:Alanine-AGC 2-7","tRNA","3R",17646368,17646440
"FBgn0259730","tal-1A","tarsal-less 1A","protein_coding","3R",13813109,13814648
"FBgn0259731","tal-2A","tarsal-less 2A","protein_coding","3R",13813109,13814648
"FBgn0259732","tal-3A","tarsal-less 3A","protein_coding","3R",13813109,13814648
"FBgn0051902","Spn28Da","Serpin 28Da","protein_coding","2L",7887693,7889129
"FBgn0259734","Nost","Nostrin","protein_coding","X",9030205,9054575
"FBgn0259735","mtgo","miles to go","protein_coding","2L",16545016,16663218
"FBgn0259736","CG42390","","protein_coding","3R",22120061,22133367
"FBgn0259737","CG42391","","protein_coding","2R",15202193,15202987
"FBgn0039600","Prp39","pre-mRNA processing factor 39","protein_coding","3R",28812102,28817354
"FBgn0039601","CG1523","","protein_coding","3R",28817342,28819668
"FBgn0039602","CG1647","","protein_coding","3R",28820221,28824508
"FBgn0039609","Nepl17","Neprilysin-like 17","protein_coding","3R",28872905,28875031
"FBgn0259728","CG42382","","protein_coding","2R",9166566,9167508
"FBgn0031452","Cwc25","Cwc25","protein_coding","2L",2745098,2746944
"FBgn0030724","Nipsnap","Nipsnap","protein_coding","X",16070365,16073568
"FBgn0265508","asRNA:CR44370","antisense RNA:CR44370","ncRNA","2R",15226938,15232665
"FBgn0030720","CG8939","","protein_coding","X",15997016,15999698
"FBgn0030721","CG12698","","protein_coding","X",16006147,16008721
"FBgn0030722","CG12395","","protein_coding","X",16061902,16062898
"FBgn0030723","dpr18","defective proboscis extension response 18","protein_coding","X",16063738,16070304
"FBgn0030729","CG12507","","protein_coding","X",16265242,16266537
"FBgn0011327","Uch-L5","Ubiquitin carboxy-terminal hydrolase L5","protein_coding","3L",9475493,9476965
"FBgn0050042","Cpr49Ab","Cuticular protein 49Ab","protein_coding","2R",12378440,12379396
"FBgn0034152","Acp53C14a","Accessory gland protein 53C14a","protein_coding","2R",16747834,16748590
"FBgn0011638","La","La autoantigen-like","protein_coding","2L",20348393,20350012
"FBgn0029903","pod1","pod1 coronin","protein_coding","X",6803684,6813830
"FBgn0029906","xit","xiantuan","protein_coding","X",6821016,6822840
"FBgn0029907","Atx-1","Ataxin 1","protein_coding","X",6823204,6824203
"FBgn0265152","lncRNA:CR44221","long non-coding RNA:CR44221","ncRNA","2L",228037,228588
"FBgn0029909","mAChR-C","muscarinic Acetylcholine Receptor, C-type","protein_coding","X",6831397,6832684
"FBgn0031773","Fbw5","F-box and WD repeat domain containing 5","protein_coding","2L",6063562,6065953
"FBgn0260431","CG42526","","protein_coding","3L",9433686,9435399
"FBgn0051030","VhaAC45RP","VhaAC45-related protein","protein_coding","3R",30164692,30166419
